id	sample	pdf	stem	hancomVersion	variant	sourceFormat	oracleRoot	family
samples/[2027] 온새미로 1 본교재.hwpx::pdf/[2027] 온새미로 1 본교재-hwpx-2024.pdf	samples/[2027] 온새미로 1 본교재.hwpx	pdf/[2027] 온새미로 1 본교재-hwpx-2024.pdf	[2027] 온새미로 1 본교재	2024	hwpx-2024	hwpx	pdf	other
samples/aift.hwp::pdf/aift-2022.pdf	samples/aift.hwp	pdf/aift-2022.pdf	aift	2022	2022	hwp	pdf	other
samples/atop-equation-01.hwp::pdf/atop-equation-01-2022.pdf	samples/atop-equation-01.hwp	pdf/atop-equation-01-2022.pdf	atop-equation-01	2022	2022	hwp	pdf	equation
samples/atop-equation-01.hwp::pdf/atop-equation-01-hwp-2020.pdf	samples/atop-equation-01.hwp	pdf/atop-equation-01-hwp-2020.pdf	atop-equation-01	2020	hwp-2020	hwp	pdf	equation
samples/basic/BlogForm_BookReview.hwp::pdf/basic/BlogForm_BookReview-2022.pdf	samples/basic/BlogForm_BookReview.hwp	pdf/basic/BlogForm_BookReview-2022.pdf	BlogForm_BookReview	2022	2022	hwp	pdf	basic
samples/basic/BlogForm_BookReview.hwp::pdf/basic/BlogForm_BookReview-hwp-2020.pdf	samples/basic/BlogForm_BookReview.hwp	pdf/basic/BlogForm_BookReview-hwp-2020.pdf	BlogForm_BookReview	2020	hwp-2020	hwp	pdf	basic
samples/basic/BlogForm_MovieReview.hwp::pdf/basic/BlogForm_MovieReview-2022.pdf	samples/basic/BlogForm_MovieReview.hwp	pdf/basic/BlogForm_MovieReview-2022.pdf	BlogForm_MovieReview	2022	2022	hwp	pdf	basic
samples/basic/BlogForm_MovieReview.hwp::pdf/basic/BlogForm_MovieReview-hwp-2020.pdf	samples/basic/BlogForm_MovieReview.hwp	pdf/basic/BlogForm_MovieReview-hwp-2020.pdf	BlogForm_MovieReview	2020	hwp-2020	hwp	pdf	basic
samples/basic/BlogForm_Recipe.hwp::pdf/basic/BlogForm_Recipe-2022.pdf	samples/basic/BlogForm_Recipe.hwp	pdf/basic/BlogForm_Recipe-2022.pdf	BlogForm_Recipe	2022	2022	hwp	pdf	basic
samples/basic/BlogForm_Recipe.hwp::pdf/basic/BlogForm_Recipe-hwp-2020.pdf	samples/basic/BlogForm_Recipe.hwp	pdf/basic/BlogForm_Recipe-hwp-2020.pdf	BlogForm_Recipe	2020	hwp-2020	hwp	pdf	basic
samples/basic/BookReview.hwp::pdf/basic/BookReview-2022.pdf	samples/basic/BookReview.hwp	pdf/basic/BookReview-2022.pdf	BookReview	2022	2022	hwp	pdf	basic
samples/basic/BookReview.hwp::pdf/basic/BookReview-hwp-2020.pdf	samples/basic/BookReview.hwp	pdf/basic/BookReview-hwp-2020.pdf	BookReview	2020	hwp-2020	hwp	pdf	basic
samples/basic/calendar_year.hwp::pdf/basic/calendar_year-2022.pdf	samples/basic/calendar_year.hwp	pdf/basic/calendar_year-2022.pdf	calendar_year	2022	2022	hwp	pdf	basic
samples/basic/english.hwp::pdf/basic/english-2022.pdf	samples/basic/english.hwp	pdf/basic/english-2022.pdf	english	2022	2022	hwp	pdf	basic
samples/basic/english.hwp::pdf/basic/english-hwp-2020.pdf	samples/basic/english.hwp	pdf/basic/english-hwp-2020.pdf	english	2020	hwp-2020	hwp	pdf	basic
samples/basic/Hyper(hwp2010).hwp::pdf/basic/Hyper(hwp2010)-2022.pdf	samples/basic/Hyper(hwp2010).hwp	pdf/basic/Hyper(hwp2010)-2022.pdf	Hyper(hwp2010)	2022	2022	hwp	pdf	basic
samples/basic/Hyper(hwp2010).hwp::pdf/basic/Hyper(hwp2010)-hwp-2020.pdf	samples/basic/Hyper(hwp2010).hwp	pdf/basic/Hyper(hwp2010)-hwp-2020.pdf	Hyper(hwp2010)	2020	hwp-2020	hwp	pdf	basic
samples/basic/interview.hwp::pdf/basic/interview-2022.pdf	samples/basic/interview.hwp	pdf/basic/interview-2022.pdf	interview	2022	2022	hwp	pdf	basic
samples/basic/interview.hwp::pdf/basic/interview-hwp-2020.pdf	samples/basic/interview.hwp	pdf/basic/interview-hwp-2020.pdf	interview	2020	hwp-2020	hwp	pdf	basic
samples/basic/issue2007_nested_cell_pagination_42065.hwp::pdf/basic/issue2007_nested_cell_pagination_42065-2020.pdf	samples/basic/issue2007_nested_cell_pagination_42065.hwp	pdf/basic/issue2007_nested_cell_pagination_42065-2020.pdf	issue2007_nested_cell_pagination_42065	2020	2020	hwp	pdf	basic
samples/basic/issue2007_nested_cell_pagination_42065.hwp::pdf/basic/issue2007_nested_cell_pagination_42065-hwp-2020.pdf	samples/basic/issue2007_nested_cell_pagination_42065.hwp	pdf/basic/issue2007_nested_cell_pagination_42065-hwp-2020.pdf	issue2007_nested_cell_pagination_42065	2020	hwp-2020	hwp	pdf	basic
samples/basic/KTX-003.hwp::pdf/basic/KTX-003-2022.pdf	samples/basic/KTX-003.hwp	pdf/basic/KTX-003-2022.pdf	KTX-003	2022	2022	hwp	pdf	basic
samples/basic/KTX-003.hwp::pdf/basic/KTX-003-hwp-2020.pdf	samples/basic/KTX-003.hwp	pdf/basic/KTX-003-hwp-2020.pdf	KTX-003	2020	hwp-2020	hwp	pdf	basic
samples/basic/KTX.hwp::pdf/basic/KTX-2022.pdf	samples/basic/KTX.hwp	pdf/basic/KTX-2022.pdf	KTX	2022	2022	hwp	pdf	basic
samples/basic/KTX.hwp::pdf/basic/KTX-hwp-2020.pdf	samples/basic/KTX.hwp	pdf/basic/KTX-hwp-2020.pdf	KTX	2020	hwp-2020	hwp	pdf	basic
samples/basic/NewYear_s_Day.hwp::pdf/basic/NewYear_s_Day-2022.pdf	samples/basic/NewYear_s_Day.hwp	pdf/basic/NewYear_s_Day-2022.pdf	NewYear_s_Day	2022	2022	hwp	pdf	basic
samples/basic/NewYear_s_Day.hwp::pdf/basic/NewYear_s_Day-hwp-2020.pdf	samples/basic/NewYear_s_Day.hwp	pdf/basic/NewYear_s_Day-hwp-2020.pdf	NewYear_s_Day	2020	hwp-2020	hwp	pdf	basic
samples/basic/request.hwp::pdf/basic/request-2022.pdf	samples/basic/request.hwp	pdf/basic/request-2022.pdf	request	2022	2022	hwp	pdf	basic
samples/basic/request.hwp::pdf/basic/request-hwp-2020.pdf	samples/basic/request.hwp	pdf/basic/request-hwp-2020.pdf	request	2020	hwp-2020	hwp	pdf	basic
samples/basic/shortcut.hwp::pdf/basic/shortcut-2022.pdf	samples/basic/shortcut.hwp	pdf/basic/shortcut-2022.pdf	shortcut	2022	2022	hwp	pdf	basic
samples/basic/shortcut.hwp::pdf/basic/shortcut-hwp-2020.pdf	samples/basic/shortcut.hwp	pdf/basic/shortcut-hwp-2020.pdf	shortcut	2020	hwp-2020	hwp	pdf	basic
samples/basic/sungeo.hwp::pdf/basic/sungeo-2022.pdf	samples/basic/sungeo.hwp	pdf/basic/sungeo-2022.pdf	sungeo	2022	2022	hwp	pdf	basic
samples/basic/sungeo.hwp::pdf/basic/sungeo-hwp-2020.pdf	samples/basic/sungeo.hwp	pdf/basic/sungeo-hwp-2020.pdf	sungeo	2020	hwp-2020	hwp	pdf	basic
samples/basic/Textmail.hwp::pdf/basic/Textmail-2022.pdf	samples/basic/Textmail.hwp	pdf/basic/Textmail-2022.pdf	Textmail	2022	2022	hwp	pdf	basic
samples/basic/treatise sample.hwp::pdf/basic/treatise sample-2022.pdf	samples/basic/treatise sample.hwp	pdf/basic/treatise sample-2022.pdf	treatise sample	2022	2022	hwp	pdf	basic
samples/basic/treatise sample.hwp::pdf/basic/treatise sample-hwp-2020.pdf	samples/basic/treatise sample.hwp	pdf/basic/treatise sample-hwp-2020.pdf	treatise sample	2020	hwp-2020	hwp	pdf	basic
samples/basic/Worldcup_FIFA2010_32.hwp::pdf/basic/Worldcup_FIFA2010_32-2022.pdf	samples/basic/Worldcup_FIFA2010_32.hwp	pdf/basic/Worldcup_FIFA2010_32-2022.pdf	Worldcup_FIFA2010_32	2022	2022	hwp	pdf	basic
samples/basic/Worldcup_FIFA2010_32.hwp::pdf/basic/Worldcup_FIFA2010_32-hwp-2020.pdf	samples/basic/Worldcup_FIFA2010_32.hwp	pdf/basic/Worldcup_FIFA2010_32-hwp-2020.pdf	Worldcup_FIFA2010_32	2020	hwp-2020	hwp	pdf	basic
samples/bitmap.hwp::pdf/bitmap-2022.pdf	samples/bitmap.hwp	pdf/bitmap-2022.pdf	bitmap	2022	2022	hwp	pdf	other
samples/bitmap.hwp::pdf/bitmap-hwp-2020.pdf	samples/bitmap.hwp	pdf/bitmap-hwp-2020.pdf	bitmap	2020	hwp-2020	hwp	pdf	other
samples/biz_plan.hwp::pdf/biz_plan-2022.pdf	samples/biz_plan.hwp	pdf/biz_plan-2022.pdf	biz_plan	2022	2022	hwp	pdf	other
samples/biz_plan.hwp::pdf/biz_plan-hwp-2020.pdf	samples/biz_plan.hwp	pdf/biz_plan-hwp-2020.pdf	biz_plan	2020	hwp-2020	hwp	pdf	other
samples/calc-cell.hwp::pdf/calc-cell-2022.pdf	samples/calc-cell.hwp	pdf/calc-cell-2022.pdf	calc-cell	2022	2022	hwp	pdf	other
samples/calc-cell.hwp::pdf/calc-cell-hwp-2020.pdf	samples/calc-cell.hwp	pdf/calc-cell-hwp-2020.pdf	calc-cell	2020	hwp-2020	hwp	pdf	other
samples/chart/가로막대형/3차원누적가로막대형.hwp::pdf/chart/가로막대형/3차원누적가로막대형-2022.pdf	samples/chart/가로막대형/3차원누적가로막대형.hwp	pdf/chart/가로막대형/3차원누적가로막대형-2022.pdf	3차원누적가로막대형	2022	2022	hwp	pdf	dir:chart
samples/chart/가로막대형/3차원누적가로막대형.hwp::pdf/chart/가로막대형/3차원누적가로막대형-hwp-2020.pdf	samples/chart/가로막대형/3차원누적가로막대형.hwp	pdf/chart/가로막대형/3차원누적가로막대형-hwp-2020.pdf	3차원누적가로막대형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/가로막대형/3차원누적가로막대형.hwpx::pdf/chart/가로막대형/3차원누적가로막대형-2022.pdf	samples/chart/가로막대형/3차원누적가로막대형.hwpx	pdf/chart/가로막대형/3차원누적가로막대형-2022.pdf	3차원누적가로막대형	2022	2022	hwpx	pdf	dir:chart
samples/chart/가로막대형/3차원누적가로막대형.hwpx::pdf/chart/가로막대형/3차원누적가로막대형-hwpx-2020.pdf	samples/chart/가로막대형/3차원누적가로막대형.hwpx	pdf/chart/가로막대형/3차원누적가로막대형-hwpx-2020.pdf	3차원누적가로막대형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/가로막대형/3차원묶은가로막대형.hwp::pdf/chart/가로막대형/3차원묶은가로막대형-2022.pdf	samples/chart/가로막대형/3차원묶은가로막대형.hwp	pdf/chart/가로막대형/3차원묶은가로막대형-2022.pdf	3차원묶은가로막대형	2022	2022	hwp	pdf	dir:chart
samples/chart/가로막대형/3차원묶은가로막대형.hwp::pdf/chart/가로막대형/3차원묶은가로막대형-hwp-2020.pdf	samples/chart/가로막대형/3차원묶은가로막대형.hwp	pdf/chart/가로막대형/3차원묶은가로막대형-hwp-2020.pdf	3차원묶은가로막대형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/가로막대형/3차원묶은가로막대형.hwpx::pdf/chart/가로막대형/3차원묶은가로막대형-2022.pdf	samples/chart/가로막대형/3차원묶은가로막대형.hwpx	pdf/chart/가로막대형/3차원묶은가로막대형-2022.pdf	3차원묶은가로막대형	2022	2022	hwpx	pdf	dir:chart
samples/chart/가로막대형/3차원묶은가로막대형.hwpx::pdf/chart/가로막대형/3차원묶은가로막대형-hwpx-2020.pdf	samples/chart/가로막대형/3차원묶은가로막대형.hwpx	pdf/chart/가로막대형/3차원묶은가로막대형-hwpx-2020.pdf	3차원묶은가로막대형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/가로막대형/누적가로막대형.hwp::pdf/chart/가로막대형/누적가로막대형-2022.pdf	samples/chart/가로막대형/누적가로막대형.hwp	pdf/chart/가로막대형/누적가로막대형-2022.pdf	누적가로막대형	2022	2022	hwp	pdf	dir:chart
samples/chart/가로막대형/누적가로막대형.hwp::pdf/chart/가로막대형/누적가로막대형-hwp-2020.pdf	samples/chart/가로막대형/누적가로막대형.hwp	pdf/chart/가로막대형/누적가로막대형-hwp-2020.pdf	누적가로막대형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/가로막대형/누적가로막대형.hwpx::pdf/chart/가로막대형/누적가로막대형-2022.pdf	samples/chart/가로막대형/누적가로막대형.hwpx	pdf/chart/가로막대형/누적가로막대형-2022.pdf	누적가로막대형	2022	2022	hwpx	pdf	dir:chart
samples/chart/가로막대형/누적가로막대형.hwpx::pdf/chart/가로막대형/누적가로막대형-hwpx-2020.pdf	samples/chart/가로막대형/누적가로막대형.hwpx	pdf/chart/가로막대형/누적가로막대형-hwpx-2020.pdf	누적가로막대형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/가로막대형/묶은가로막대형.hwp::pdf/chart/가로막대형/묶은가로막대형-2022.pdf	samples/chart/가로막대형/묶은가로막대형.hwp	pdf/chart/가로막대형/묶은가로막대형-2022.pdf	묶은가로막대형	2022	2022	hwp	pdf	dir:chart
samples/chart/가로막대형/묶은가로막대형.hwp::pdf/chart/가로막대형/묶은가로막대형-hwp-2020.pdf	samples/chart/가로막대형/묶은가로막대형.hwp	pdf/chart/가로막대형/묶은가로막대형-hwp-2020.pdf	묶은가로막대형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/가로막대형/묶은가로막대형.hwpx::pdf/chart/가로막대형/묶은가로막대형-2022.pdf	samples/chart/가로막대형/묶은가로막대형.hwpx	pdf/chart/가로막대형/묶은가로막대형-2022.pdf	묶은가로막대형	2022	2022	hwpx	pdf	dir:chart
samples/chart/가로막대형/묶은가로막대형.hwpx::pdf/chart/가로막대형/묶은가로막대형-hwpx-2020.pdf	samples/chart/가로막대형/묶은가로막대형.hwpx	pdf/chart/가로막대형/묶은가로막대형-hwpx-2020.pdf	묶은가로막대형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/가로막대형/백프로기준누적가로막대형.hwp::pdf/chart/가로막대형/백프로기준누적가로막대형-2022.pdf	samples/chart/가로막대형/백프로기준누적가로막대형.hwp	pdf/chart/가로막대형/백프로기준누적가로막대형-2022.pdf	백프로기준누적가로막대형	2022	2022	hwp	pdf	dir:chart
samples/chart/가로막대형/백프로기준누적가로막대형.hwp::pdf/chart/가로막대형/백프로기준누적가로막대형-hwp-2020.pdf	samples/chart/가로막대형/백프로기준누적가로막대형.hwp	pdf/chart/가로막대형/백프로기준누적가로막대형-hwp-2020.pdf	백프로기준누적가로막대형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/가로막대형/백프로기준누적가로막대형.hwpx::pdf/chart/가로막대형/백프로기준누적가로막대형-2022.pdf	samples/chart/가로막대형/백프로기준누적가로막대형.hwpx	pdf/chart/가로막대형/백프로기준누적가로막대형-2022.pdf	백프로기준누적가로막대형	2022	2022	hwpx	pdf	dir:chart
samples/chart/가로막대형/백프로기준누적가로막대형.hwpx::pdf/chart/가로막대형/백프로기준누적가로막대형-hwpx-2020.pdf	samples/chart/가로막대형/백프로기준누적가로막대형.hwpx	pdf/chart/가로막대형/백프로기준누적가로막대형-hwpx-2020.pdf	백프로기준누적가로막대형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/기타/고가저가종가.hwp::pdf/chart/기타/고가저가종가-2022.pdf	samples/chart/기타/고가저가종가.hwp	pdf/chart/기타/고가저가종가-2022.pdf	고가저가종가	2022	2022	hwp	pdf	dir:chart
samples/chart/기타/고가저가종가.hwp::pdf/chart/기타/고가저가종가-hwp-2020.pdf	samples/chart/기타/고가저가종가.hwp	pdf/chart/기타/고가저가종가-hwp-2020.pdf	고가저가종가	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/기타/고가저가종가.hwpx::pdf/chart/기타/고가저가종가-2022.pdf	samples/chart/기타/고가저가종가.hwpx	pdf/chart/기타/고가저가종가-2022.pdf	고가저가종가	2022	2022	hwpx	pdf	dir:chart
samples/chart/기타/고가저가종가.hwpx::pdf/chart/기타/고가저가종가-hwpx-2020.pdf	samples/chart/기타/고가저가종가.hwpx	pdf/chart/기타/고가저가종가-hwpx-2020.pdf	고가저가종가	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/기타/시가고가저가종가.hwp::pdf/chart/기타/시가고가저가종가-2022.pdf	samples/chart/기타/시가고가저가종가.hwp	pdf/chart/기타/시가고가저가종가-2022.pdf	시가고가저가종가	2022	2022	hwp	pdf	dir:chart
samples/chart/기타/시가고가저가종가.hwp::pdf/chart/기타/시가고가저가종가-hwp-2020.pdf	samples/chart/기타/시가고가저가종가.hwp	pdf/chart/기타/시가고가저가종가-hwp-2020.pdf	시가고가저가종가	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/기타/시가고가저가종가.hwpx::pdf/chart/기타/시가고가저가종가-2022.pdf	samples/chart/기타/시가고가저가종가.hwpx	pdf/chart/기타/시가고가저가종가-2022.pdf	시가고가저가종가	2022	2022	hwpx	pdf	dir:chart
samples/chart/기타/시가고가저가종가.hwpx::pdf/chart/기타/시가고가저가종가-hwpx-2020.pdf	samples/chart/기타/시가고가저가종가.hwpx	pdf/chart/기타/시가고가저가종가-hwpx-2020.pdf	시가고가저가종가	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/라인/꺽은선형.hwp::pdf/chart/라인/꺽은선형-2022.pdf	samples/chart/라인/꺽은선형.hwp	pdf/chart/라인/꺽은선형-2022.pdf	꺽은선형	2022	2022	hwp	pdf	dir:chart
samples/chart/라인/꺽은선형.hwp::pdf/chart/라인/꺽은선형-hwp-2020.pdf	samples/chart/라인/꺽은선형.hwp	pdf/chart/라인/꺽은선형-hwp-2020.pdf	꺽은선형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/라인/꺽은선형.hwpx::pdf/chart/라인/꺽은선형-2022.pdf	samples/chart/라인/꺽은선형.hwpx	pdf/chart/라인/꺽은선형-2022.pdf	꺽은선형	2022	2022	hwpx	pdf	dir:chart
samples/chart/라인/꺽은선형.hwpx::pdf/chart/라인/꺽은선형-hwpx-2020.pdf	samples/chart/라인/꺽은선형.hwpx	pdf/chart/라인/꺽은선형-hwpx-2020.pdf	꺽은선형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/라인/누적꺽은선형.hwp::pdf/chart/라인/누적꺽은선형-2022.pdf	samples/chart/라인/누적꺽은선형.hwp	pdf/chart/라인/누적꺽은선형-2022.pdf	누적꺽은선형	2022	2022	hwp	pdf	dir:chart
samples/chart/라인/누적꺽은선형.hwp::pdf/chart/라인/누적꺽은선형-hwp-2020.pdf	samples/chart/라인/누적꺽은선형.hwp	pdf/chart/라인/누적꺽은선형-hwp-2020.pdf	누적꺽은선형	2020	hwp-2020	hwp	pdf	dir:chart
samples/chart/라인/누적꺽은선형.hwpx::pdf/chart/라인/누적꺽은선형-2022.pdf	samples/chart/라인/누적꺽은선형.hwpx	pdf/chart/라인/누적꺽은선형-2022.pdf	누적꺽은선형	2022	2022	hwpx	pdf	dir:chart
samples/chart/라인/누적꺽은선형.hwpx::pdf/chart/라인/누적꺽은선형-hwpx-2020.pdf	samples/chart/라인/누적꺽은선형.hwpx	pdf/chart/라인/누적꺽은선형-hwpx-2020.pdf	누적꺽은선형	2020	hwpx-2020	hwpx	pdf	dir:chart
samples/chart/라인/백프로기준누적꺽은선형.hwp::pdf/chart/라인/백프로기준누적꺽은선형-2022.pdf	samples/chart/라인/백프로기준누적꺽은선형.hwp	pdf/chart/라인/백프로기준누적꺽은선형-2022.pdf	백프로기준누적꺽은선형	2022	2022	hwp	pdf	dir:chart
samples/chart/라인/백프로기준누적꺽은선형.hwp::pdf/chart/라인/백프로기준누적꺽은선형-hwp-2020.pdf	samples/chart/라인/백프로기준누적꺽은선형.hwp	pdf/chart/라인/백프로기준누적꺽은선형-hwp-2020.pdf	백프로기준누적꺽은선형	2020	hwp-2020	hwp	pdf	dir:chart
